Title,Stars,Reviewers,Cost,Page Count,Levels 1-4,Levels 5-10,Levels 11-16,Levels 17+
Minotaur's Bane - The Minotaur Trilogy: Part 3,4.3,7,4.95,63,0,1,0,0
One Shot: The Bone Dancer - Waterdeep's Shadow Heist No. 2,4.6,5,2.99,22,1,0,0,0
Second Glance on Fantasy Grounds,5.0,1,2.0,-1,1,0,0,0
Heist on Cassalanter Villa,4.7,7,0.0,37,0,1,0,0
The Heir of Orcus: Verse IV CCC-AETHER02-01,4.9,12,4.95,59,0,1,0,0
Vault of the Dracolich (D&D Next),4.3,43,4.99,26,1,0,0,0
Down the Garden Path,4.5,4,7.95,50,1,1,0,0
Adventure: Unknown Whom II - The Mark of the Eye,4.9,20,3.0,37,1,1,0,0
Hoard of the Dragon Queen: Chapter 3 Guide,5.0,1,6.95,16,0,0,0,0
CCC-BMG-MOON14-1 Hearts Amiss,-1.0,0,4.99,46,0,1,0,0
20 Disturbing Dungeon Encounters,-1.0,0,0.99,5,0,0,0,0
Dark Carnival and the Mirrors of Madness: A Multi-table Adventure,-1.0,0,5.95,46,1,1,0,0
Grimm Encounters II,4.8,8,4.95,43,0,0,0,0
The Ghostly Library,4.9,16,2.95,21,1,0,0,0
The Most Dangerous Game,4.9,16,2.99,114,1,0,0,0
D3 Vault of the Drow (1e),4.5,33,4.99,-1,0,0,1,0
The Sun Goes Down with a Ruby Smile,4.5,28,3.99,17,1,0,0,0
Adventure Compendium Vol I,4.8,10,13.95,-1,0,0,0,0
Lost Tales of Phandelver III - Against the Sleeping Giant,5.0,3,1.99,15,1,0,0,0
Exit Pursued by Owlbear (5e Adventure Anthology),5.0,2,14.95,38,1,1,0,0
D&D Solo Adventure: Ghost of Lion Castle (5e Conversion),4.5,4,0.99,8,0,0,0,0
Walk of the Dead - 5E Dungeon Crawl Adventure,5.0,2,1.0,31,0,0,0,0
The Hellriders' Keep,4.6,9,0.0,9,0,1,0,0
D&D Solo Adventure: Menace of the Icy Spire (5e Solo Conversion),4.7,12,3.95,44,0,0,0,0
Finders Keepers,4.4,19,3.95,71,0,0,0,1
Icewind Dale - Setting Guidebook (Fantasy Grounds),5.0,1,14.95,-1,0,0,0,0
Mythical Creatures : From Hell,5.0,1,4.95,21,0,1,1,1
S3 Expedition to the Barrier Peaks (1e),4.3,32,4.99,-1,0,1,0,0
The Beasts of Phandalin Forest,4.7,3,1.95,13,1,1,0,0
The Tome of Settlements,-1.0,0,3.99,23,0,0,0,0
Adamantine Chef: Supreme Challenge,4.7,29,4.99,16,1,1,0,0
CCC-TAROT01-01 Awakening of Fates,4.6,17,2.99,28,1,0,0,0
CCC-BMG-16 ELM 1-1 The Sage of Cormanthor,4.5,20,4.99,40,0,1,0,0
CCC-BMG-MOON10-1 Whispers & Warnings,4.5,2,4.99,43,0,0,0,0
Respect Your Elderly!,4.7,10,0.0,12,0,1,0,0
Dreams of the Red Wizards: Scourge of the Sword Coast (D&D Next),4.6,46,14.99,85,1,0,0,0
The Hangman's Due,4.6,12,2.49,8,1,1,0,0
Ghost of the Mere,4.4,8,3.99,31,0,0,1,0
The Hangover: A Real Balor Party,4.4,5,2.49,13,1,0,0,0
A Dark Veil Falls,4.6,63,0.0,14,1,0,0,0
Curse of Strahd II: Griffon Hill Manor,5.0,3,5.0,121,0,1,0,0
Adventure: Unknown Whom,4.5,18,2.0,16,1,0,0,0
Das Geheimnis des Flüsterwalds. Der Fluch von Stoneham,-1.0,0,11.5,60,0,1,0,0
Toecap's Puzzle House,4.7,9,1.99,14,1,0,0,0
CCC-BMG-MOON7-1 The Temple of the Beast,4.3,4,4.99,27,0,0,0,0
The Temple at the World’s Edge,5.0,1,1.0,3,0,1,0,0
Kraken Game,5.0,3,4.95,33,1,1,1,1
The Horror Under the Mountain,4.3,7,0.99,46,0,0,1,0
Kilvyn's Guide to Lockpicking,4.0,1,5.0,49,1,0,0,0
The 12 Days of Midwinter,4.5,6,19.95,200,0,0,0,0
The Three Faces of Night [PLL-3],-1.0,0,5.95,36,0,0,0,1
The Halls of the Toymaker,4.9,19,1.99,49,0,0,0,0
CCC-GSP01-03 Tainted Love,4.8,9,4.99,32,1,0,0,0
H4 The Throne of Bloodstone (1e),4.5,18,4.99,-1,0,0,0,1
Deep Below Sharn: A one-shot adventure in Eberron,-1.0,0,2.99,12,1,0,0,0
Q1 Queen of the Demonweb Pits (1e),4.4,30,4.99,-1,0,1,1,0
Shilo the Buff,4.7,34,0.0,4,1,0,0,0
EBERRON: Shadows of the Last War (3.5),4.7,7,4.99,-1,1,0,0,0
The Horror of Ashwood Crypt: A Horror One Shot Adventure (Fantasy Grounds),5.0,3,4.5,-1,1,0,0,0
Sleeping Giant Mountain,4.5,32,0.0,16,1,0,0,0
Lost Tales of Phandelver VI - Expanded Wyvern Tor,-1.0,0,2.49,27,1,0,0,0
The Christmas Heist,-1.0,0,0.99,6,0,0,0,0
The Hungering Inn,5.0,1,0.5,5,0,0,0,0
Waterdeep: Items & Encounters,5.0,1,7.95,66,1,0,0,0
The Treasure of One Armed Jack,5.0,3,1.99,35,0,1,0,0
THE BLIZZARD OF AXE AND SWORD: A TIER TWO ADVENTURE,5.0,7,6.99,56,0,1,0,0
Adventures In Chronomancy,5.0,4,12.95,45,1,1,1,0
Didn't See That Coming - a one page encounter,-1.0,0,0.0,1,0,1,0,0
Dust Up At The Oasis,-1.0,0,2.95,18,0,1,0,0
Last Stand at Copper Canyon,5.0,1,4.95,26,0,0,0,0
Mord in den Nebeln,-1.0,0,5.66,27,0,0,0,0
The Prismatic Veil,5.0,2,6.95,44,1,1,0,0
Frogs of the Feywild,4.5,2,2.95,23,1,0,0,0
DC-POA-CODEX-01 Bear the Lode,4.6,9,4.99,34,1,0,0,0
Classic Modules Today: S2 White Plume Mountain (5E),3.9,8,1.95,7,0,0,0,0
The Brewski Jubilee,5.0,12,4.99,13,1,1,0,0
Uncertain Life - Solo Adventure (Fantasy Grounds),5.0,4,14.99,-1,1,0,0,0
Nightmares - A One Shot Adventure,4.2,13,0.0,17,0,0,0,0
Steel Elysium | An Eberron Adventure,5.0,1,4.95,23,1,1,0,0
50 Non-Combat Arctic Encounters,4.3,13,0.0,3,0,0,0,0
Against the Tide of the Pirate King (5e),5.0,2,5.99,50,0,1,0,0
DM’s Kit: Defenders of the Dessarin Valley,4.3,9,2.99,50,0,0,0,0
Gulgo-13 | An Eberron Salvage Mission for Oracle of War,5.0,6,3.99,20,1,0,0,0
Baldur's Gate: The Fall of Elturel (Fantasy Grounds),5.0,1,4.95,-1,1,0,0,0
Thordin Battleaxe's Tome of Adventure,5.0,7,0.0,34,0,0,0,0
Unearthed Tips and Tricks: Volume I,5.0,31,12.95,88,0,0,0,0
DotMM: Boxed Flavor Text and Combat Tracker - Level 5: Wyllowwood (Waterdeep: Dungeon of the Mad Mage),5.0,1,0.99,24,0,0,0,0
Scourge of the Nightingale: Part 2 A Song of Revenge,5.0,1,4.95,30,1,1,0,0
The Harvest Festival,4.8,15,0.0,28,1,0,0,0
CCC-BMG-13 PHLAN 1-1 Sepulture,4.2,6,4.99,47,0,0,1,0
CCC-BMG-17 ELM 1-2 The Lost Sanctum,4.4,12,4.99,50,0,1,0,0
Accursed Apple Twists,4.8,32,0.0,14,1,0,0,0
Uncertain Life,4.0,1,9.99,88,0,0,0,0
CCC-GSP01-02 Brotherhood,4.9,11,4.99,32,1,0,0,0
CCC-YLRA01-02 Uneasy Lies the Head,4.5,13,0.0,60,0,1,0,0
More Chult Encounters,4.5,15,0.0,11,0,1,0,0
"Madam Eva’s Tarokka Deck of Friends, Foes and Fortune",5.0,1,9.95,66,0,0,0,0
Adventures of the Avowed,5.0,3,9.95,72,1,1,0,0
Escape from the Fortress of Memories,5.0,5,2.0,8,1,0,0,0
B1 In Search of the Unknown (Basic),4.3,165,4.99,-1,1,0,0,0
Tales of The North - Adventure Pack,4.9,12,2.95,40,1,0,0,0
Black Vines of Night,5.0,5,2.99,30,0,0,1,0
Gem Mines of Chult,-1.0,0,1.0,7,0,0,0,0
Journey to the Frozen Cave - A 6-8 hour one-shot Adventure,2.0,1,3.95,30,1,0,0,0
CCC-ALMOG-03 TALES03-01 Claws of Fury,4.6,14,4.99,23,0,0,1,0
The Heir of Orcus: Verse I & II,4.9,14,9.95,75,1,0,0,0
CCC-UK-1 Call of the Elvenflow,4.6,22,4.95,27,1,0,0,0
Castle Amber - An Expansion and 5e Conversion Guide to Dungeon Module X2,4.3,7,3.99,119,0,1,0,0
Doorway to Darkness - Adventure,4.4,8,1.95,12,1,0,0,0
Monster Manual for Turkish Myths #02,-1.0,0,1.6,20,0,0,0,0
DotMM: Boxed Flavor Text and Combat Tracker - Level 7: Maddgoth's Castle (Waterdeep: Dungeon of the Mad Mage),5.0,1,0.99,23,0,0,0,0
La Città dei Morti,4.7,16,0.0,30,0,1,0,0
La Tomba del Re,4.6,17,0.0,8,1,0,0,0
CCC-BMG-MOON3-1 Atop the Fairheights,4.6,5,4.99,26,0,0,0,0
CCCROZK01-02 Zhentarim's Lament,4.4,9,4.99,43,0,0,0,0
The Red Hand of Doom 5E Conversion Guide and Expanded Map Packs,4.3,3,20.0,42,0,0,0,0
Down the Hole!,4.9,11,2.95,35,1,0,0,0
Witchlight Carnival Expanded - Fantasy Grounds,-1.0,0,6.95,23,1,0,0,0
Rise of Tiamat: Chapter 9 Guide,-1.0,0,6.95,18,0,0,0,0
In Dreams,4.7,3,12.95,100,0,0,0,0
Encounters At The Wayside Inn,5.0,2,9.95,52,1,1,0,0
Classic Modules Today: U1 The Sinister Secret of Saltmarsh (5e),4.2,5,1.95,11,1,0,0,0
Khyber Khronicle Volume #02,5.0,6,4.95,54,0,0,0,0
RMH-02 - Back to the Front Map Assets,5.0,1,2.95,-1,0,0,0,0
DDAL00-08 Layers Upon Layers,4.6,10,4.99,24,0,0,0,0
Crimson Hood,4.2,5,0.0,5,1,0,0,0
"Another Death, Another House",4.8,4,0.99,20,0,0,0,0
Scourge of the Nightingale: Part 3 A Song of War,-1.0,0,4.95,25,0,1,0,0
CCC-BLD 1-1 Bleeding Gate: Pandemonium,4.5,18,4.99,22,1,0,0,0
Der Turm des irren Magiers,-1.0,0,3.95,18,1,0,0,0
Blood in the Wine,-1.0,0,5.04,10,0,1,0,0
Potions 11,4.6,27,0.0,16,1,1,0,0
DC-PoA-CONMAR-01 Something Sinister,4.6,5,2.99,51,1,0,0,0
Happy Little Treants,5.0,9,0.99,12,1,0,0,0
CCC-BMG-14 PHLAN 1-2 Enemy of my Enemy,4.0,5,4.99,45,0,0,1,0
Mordenkainen's Magnificent Mansion,4.7,9,2.99,12,0,0,0,0
The Dragon Games (Fantasy Grounds),-1.0,0,4.95,-1,1,0,0,0
The Unknown Library: Seeking Darkmore,5.0,1,1.99,11,1,0,0,0
Fog Over Dawnwilde - A Level 1 Adventure & Starter Village,4.5,4,2.0,49,1,0,0,0
Ravenloft Gazetteer: Saragoss,5.0,1,7.95,78,0,0,0,0
Rise of the Redscales,5.0,22,0.0,20,1,0,0,0
CCC-SFBay-02-01 Old Enemies Arise,4.7,21,2.99,47,0,1,0,0
Jogen's Electric Tower,-1.0,0,0.99,15,0,0,0,0
Magic Sword: An Eberron Story Seed,5.0,3,4.95,12,0,0,0,0
Eberron Guide to Tomb of Annihilation,4.7,3,4.99,21,0,0,0,0
HONK!,4.5,2,0.0,8,0,1,0,0
The Curse of Skull Island,4.8,22,2.95,19,1,0,0,0
Shadow of Ebondeath - Adventure,-1.0,0,3.95,43,0,0,0,1
Trouble in Wealdham,4.9,17,0.0,24,1,0,0,0
CCC-BMG-MOON9-1 Dark Moon Rising,5.0,1,4.99,40,0,0,0,0
The Claw of Winter - Adventure,4.6,15,1.95,30,0,1,0,0
Kill Bhaal Vol. 1,5.0,5,8.99,62,0,0,0,1
CCC-BMG-MOON12-2 A Gift from the Queen,4.3,3,4.99,45,0,0,0,0
CCC-BMG-MOON12-3 Tempest of Malice,4.3,3,4.99,41,0,0,0,0
The Labyrinthe Archive,4.0,1,2.95,19,0,1,1,0
"A Fair Row, a One Shot Sheet Adventure",4.5,22,0.0,2,1,0,0,0
Khyber Khronicle Volume #03,5.0,4,4.95,58,0,0,0,0
Elections in Phandalin,4.4,8,0.99,3,0,0,0,0
Haunted Chapel,4.0,2,0.0,10,1,0,0,0
Serpent Isle,4.9,7,14.95,69,1,1,0,0
CCC-BMG-MOON4-1 Precious Cargo,4.5,2,4.99,21,0,0,0,0
Rise of Tiamat: Extra Encounters,-1.0,0,1.99,3,0,0,1,0
The Library of Biblius,4.3,8,2.99,60,0,1,0,0
Welcome to Sharn,-1.0,0,2.0,39,1,0,0,0
"VeX's Expanded Dungeon of the Mad Mage, Level 05 (PDF)",-1.0,0,2.99,-1,0,1,0,0
A Night of Fright! (Fantasy Grounds),-1.0,0,4.95,-1,0,0,0,0
Unearthed Adventures: Kalakeri,5.0,3,2.99,54,0,0,0,0
The Dragon and the Spirits,4.8,5,0.95,7,0,0,1,0
Red Talon's Lair,-1.0,0,0.5,3,0,1,0,0
Adventure Anthology II,4.7,3,12.95,220,1,1,0,0
Attack on Coppercoil,4.9,21,2.95,34,1,0,0,0
CCC-BMG-18 ELM 1-3 The Battle of Elmwood,4.8,13,4.99,47,0,1,0,0
Midwinter Maleficence,4.4,10,2.95,17,1,0,0,0
"DC-PoA-NBDD-01 Ice, Ice, Birdie",5.0,3,3.99,35,0,1,0,0
100 Urban Encounters,4.7,3,0.0,15,0,0,0,0
RMH-EP01 - The Grand Masquerade Map Assets,5.0,1,2.95,-1,0,0,0,0
CCC-SALT-01-01 Rumors of Riches,4.2,18,2.99,28,1,0,0,0
Tiamat's Devoted Tower: A Descent into Avernus Supplement (Fantasy Grounds),5.0,2,1.95,-1,0,1,0,0
CCC-BMG-MOON10-3 Fortresses & Fortunes,4.5,2,4.99,51,0,0,0,0
Fog Over Barovia,5.0,2,0.99,24,0,0,0,0
Map Pack: DDAL 7-03 A Day at the Races,4.6,7,0.99,-1,0,0,0,0
CCC-ELF-02 An Adventuring Party Walks Into A Bar,4.1,11,0.99,38,1,0,0,0
Khyber Khronicle Volume #04,5.0,3,4.95,56,0,0,0,0
The Pirates of Senag Island,3.9,7,2.0,12,0,0,0,0
CCC-BMG-MOON3-2 Within the Tunnels of Dwarvenholm,4.6,5,4.99,29,0,0,0,0
The Crypt of Elder Hallen Solo,3.8,4,1.99,13,1,0,0,0
The Ruins of Undermountain (2e),4.7,18,7.99,-1,0,1,1,0
Ravenloft Gazetteer: Sithicus,4.6,8,12.95,69,0,0,0,0
CCC-BMG-MOON7-3 The Temple of Death,4.5,2,4.99,23,0,0,0,0
The Kobold Engineering College,-1.0,0,2.0,33,0,0,0,0
The Ballad of the Dark Maiden,4.6,9,6.99,25,1,1,0,0
50 Non-Combat Desert Encounters,4.6,13,0.0,3,0,0,0,0
Greenhouse of Nightmares [PLL-1],4.9,16,5.95,32,0,0,0,1
Icewind Dale: Chronicles of Ten Towns,5.0,1,4.95,66,1,0,0,0
Lost Journal of the Sea King,4.8,9,1.99,22,0,0,0,0
Lost Prison of Eternity,-1.0,0,0.0,21,0,0,0,1
CCC-CIC-02 The Clockwork Laboratory,4.4,14,4.99,48,0,1,0,0
The Fey Express,-1.0,0,4.99,19,1,0,0,0
Classic Modules Today: X2 Castle Amber (5e),4.2,13,1.95,9,1,0,0,0
DotMM: Boxed Flavor Text and Combat Tracker - Level 6: Lost Level (Waterdeep: Dungeon of the Mad Mage),5.0,1,0.99,23,0,0,0,0
CCC-BMG-MOON10-2 Shadows & Shrouds,5.0,2,4.99,42,0,0,0,0
CCC-MELB-01 A Single Tearfall,5.0,6,3.85,35,0,1,0,0
"Tomb of Annihilation Expanded, Part 1: Port Nyanzaru (Fantasy Grounds)",5.0,3,4.95,-1,1,0,0,0
Quick Dungeons 001: The Hidden Tomb (Fantasy Grounds),4.9,21,2.0,-1,1,0,0,0
Vallaki's Got Talent,4.1,7,0.99,5,0,0,0,0
The Temple of Elemental Evil 5e Conversion Guide with Maps,2.0,1,12.0,78,1,1,0,0
CCC-DDSC-01 Murder at The Stop,4.3,12,3.99,36,1,0,0,0
Danger at Twincross Gully Solo,3.0,1,2.99,16,1,0,0,0
Volo's Lost Encounters,4.8,13,4.95,27,1,1,0,0
Amarune's Adventures: Terror in the Ice,5.0,1,4.95,44,0,0,0,0
Gnomes in the Night,5.0,2,4.95,18,1,0,0,0
"Strange Tidings: 20,000+ Rumours",4.8,4,1.99,2,0,0,0,0
CCC-BMG-MOON14-2 The Lost Seasons,-1.0,0,4.99,44,0,1,0,0
CCC-BMG-MOON14-3 The Ghosts of Grief,-1.0,0,4.99,44,0,1,0,0
DC-PoA-LIGA-01 The Forsaken Brewery,5.0,4,3.99,25,1,0,0,0
The Five Temples of the Earthmother Part 1: Life and Moon,4.8,18,4.95,21,1,0,0,0
The Brazen Pegasus-A Seafaring Adventure to Chult,5.0,3,4.99,18,1,0,0,0
The Haunt (Fantasy Grounds),4.9,16,8.95,-1,1,0,0,0
Urbil's Fools: An April Fools' One-Shot,5.0,2,3.0,17,1,1,0,0
Ten Clever Kobolds,3.7,7,1.5,10,0,0,0,0
Endgame - Menzoberranzan Excursion Act 3,-1.0,0,3.99,67,0,0,1,0
Unique Encounters : The Fiery Wrath,-1.0,0,1.99,5,0,1,1,0
"Van Richten's Dungeons: Issue 1, Darkon",-1.0,0,0.5,3,0,1,0,0
Classic Modules Today: EX1 Dungeonland 5e,4.4,5,2.95,10,0,0,0,0
The Spooky Goose,-1.0,0,1.99,11,1,0,0,0
Dead Gods (2e),4.4,21,9.99,-1,0,1,0,0
CCC-GAD01-02 Red War: Black Phoenix,4.6,11,4.99,30,0,1,0,0
Tyranny of Dragons: DM Guide,5.0,3,0.0,13,0,0,0,0
CCC-TAROT01-02 By the Light of the Moon,4.1,14,0.0,32,1,0,0,0
C1 Hunting the Xanathar,3.9,8,1.95,60,0,0,0,1
L’Albero di Korsalya,4.6,5,0.0,12,0,0,0,0
The Goblet of Fireflies - Adventure,4.7,9,2.95,21,0,1,0,0
Adventures in Ravenloft,-1.0,0,4.99,21,0,0,0,0
The Lost Portal,4.4,8,1.95,19,1,0,0,0
CCC-BMG-MOON4-3 Gate to the Unknown,4.3,3,4.99,37,0,0,0,0
Yawning Portal Campaign Guide (Bundle),4.6,5,3.25,-1,1,1,1,0
CCC-CIC-04 Best Friends Forever,4.9,16,4.99,29,0,1,0,0
Hundelstone: A Storm King Thunder Quest,4.5,2,2.95,12,0,1,0,0
Snowy Owlbear - Fight Your Minis: Icewind Dale: Rime of the Frostmaiden,5.0,1,4.95,16,1,1,0,0
Sewer Snakes - A one-shot dungeon crawl,-1.0,0,0.0,14,0,1,0,0
Rock Tombs of Kbidos: A Theros Adventure & Sourcebook,5.0,1,4.99,28,1,0,0,0
Classic Modules Today: B4 The Lost City,4.3,28,0.0,10,1,0,0,0
The Heart of Svogthos,4.8,4,2.99,28,1,0,0,0
CCC-BMG-MOON7-2 The Temple of the Sun,5.0,3,4.99,28,0,0,0,0
The Few Who Find the Way: Ten Feywild Encounters,-1.0,0,2.0,23,0,0,0,0
CCC-BMG-MOON11-1 A Darkened City,4.0,2,4.99,41,0,0,0,0
Tales from the Frozen North: 10 Random Encounters,5.0,1,5.99,31,1,1,0,0
Lost Tales of Phandelver V - Expanded Old Owl Well,-1.0,0,2.49,32,1,1,0,0
DC-PoA-CONMAR-04 - Midwinter Celebrations,4.8,4,4.99,28,0,1,0,0
The Dark Night Before Christmas,1.0,1,1.99,8,0,1,0,0
A Cruise to Die For,5.0,1,3.16,9,1,0,0,0
DDAL04-02 The Beast (5e) Expansion [OPTIONAL CONTENT],4.3,21,0.0,10,0,0,0,0
Phantasms of Sri Raji,4.8,4,24.95,232,0,0,1,1
"VeX's Expanded Dungeon of the Mad Mage, Level 02 (PDF)",5.0,1,2.99,-1,0,1,0,0
Murder at the Auction - A Single Paper Adventure [EN|DE],4.0,2,0.95,2,0,0,0,0
Tartarus | Journey into the Underworld,5.0,4,4.95,18,0,0,0,0
CCC-SFBAY-04-01 The Cornflower Hive,4.7,21,4.99,41,1,0,0,0
A Boy and his Modron,4.7,120,0.0,38,1,0,0,0
Glittergold's Clockwork Combat,4.9,10,3.95,15,0,1,0,0
Sewers of the Rat King (5e Adventure),-1.0,0,0.5,11,1,0,0,0
Grimm Encounters III,5.0,3,4.95,37,0,0,0,0
U1 The Sinister Secret of Saltmarsh (1e),4.5,52,4.99,-1,1,0,0,0
The Raven's Rocks - A Saltmarsh encounter,4.6,9,0.0,10,1,1,0,0
Khyber Khronicle Volume #05,5.0,5,4.95,54,0,0,0,0
Classic Modules Today: B1 In Search of the Unknown,4.0,7,1.0,9,1,0,0,0
CCC-BMG-MOON11-2 A Darkened Court,5.0,1,4.99,47,0,0,0,0
CCC-BMG-MOON11-3 A Darkened Heart,5.0,2,4.99,64,0,0,0,0
DC-PoA-JGD-05 Shadows Under Ice,4.8,4,5.99,35,0,0,0,0
Skarbiec al-Asturlabi,5.0,3,2.95,36,1,0,0,0
Tales from the Stonehill Inn,-1.0,0,2.0,49,0,0,0,0
Serving the Squash,4.7,28,0.0,9,1,0,0,0
It Walks the Jungle at Night,4.4,7,1.5,20,0,1,1,0
CCC-NBDD01-02 Where Can She Be,4.8,5,3.99,33,0,1,0,0
CCC-TRI-01 Into the Darkness (Part One of the Yulash Series),4.3,8,4.99,41,0,0,1,0
The Winter Queen's Kiss,4.5,4,3.95,16,0,1,0,0
Dragonlance Classics Volume I (2e),3.9,20,7.99,-1,0,0,0,0
Waterdeep: The Plowing and Running,4.7,10,2.95,17,0,1,0,0
I10: Ravenloft II: The House on Gryphon Hill (1e),4.6,18,4.99,-1,0,1,0,0
The Leviathan's Tomb,4.5,12,1.99,12,1,0,0,0
WBW-DC-TRI-02 Nothing Ventured,-1.0,0,2.99,23,1,0,0,0
CCC-MIND01-01 Lost in Thought,4.9,8,4.99,35,0,0,1,0
Adventure: Unknown Whom (Fantasy Grounds),4.7,36,4.0,-1,1,0,0,0
Sharn Schema Scandal: An Eberron Conversion for Waterdeep Dragon Heist,5.0,1,14.99,69,1,0,0,0
The Carnival of Tears (Fantasy Grounds),5.0,3,7.95,-1,0,0,0,0
The City of Starlight (WBW-DC-LEGIT-SV-04),5.0,2,3.99,40,0,0,0,0
The Gleaming Cloud Citadel - 5e adventure,4.8,13,5.95,43,0,1,0,0
Mournland Salvage Operation,4.5,2,3.99,22,0,0,0,0
The Fairy Grove,4.3,12,0.99,7,1,0,0,0
DotMM: Boxed Flavor Text and Combat Tracker - Level 3 (Waterdeep: Dungeon of the Mad Mage),5.0,3,0.99,34,0,0,0,0
CCC-BMG-37 HULB 3-1 Weakness of Rock,4.4,9,4.99,20,0,0,1,0
Myrkara's Hoard - Adventure for level 8,4.9,7,3.99,18,0,1,0,0
Hard Hands - A Guide to Underground Blood Sports,5.0,4,2.25,12,1,1,0,0
DM's Guidebook to Storm King's Thunder,5.0,1,3.95,77,0,0,0,0
The Mourning Lord,4.3,6,3.95,28,0,1,1,1
Follow the Lights,4.5,39,0.0,12,1,1,0,0
Artifacts and Legendary Items: Volume #2,4.3,3,1.0,12,0,1,1,0
"Tomb of Annihilation Expanded, Part 6: Omu (Fantasy Grounds)",5.0,3,4.95,-1,0,0,0,0
Complete Adventures of M.T. Black Vol. I (Fantasy Grounds),5.0,1,14.95,-1,0,0,0,0
Temple of the Shark God - Adventure,5.0,5,0.0,40,0,1,0,0
Tomb of Annihilation: Beginnings...,4.0,2,1.0,14,1,1,0,0
Wisdom Under Fire: An Australian Charity Adventure,4.8,16,14.95,70,0,1,0,0
CCC-BMG-MOON4-2 Dangerous Dernall,4.2,5,4.99,30,0,0,0,0
CCC-BWM-007-01 The Beast Beneath,5.0,3,4.99,32,0,0,1,0
Khyber Khronicle Volume #06,5.0,4,4.95,40,0,0,0,0
The Fate of the Egenon,-1.0,0,1.99,5,1,1,0,0
{Hack}:Coven | An Eberron 1099 YK Adventure,4.3,3,4.95,31,1,0,0,0
A Labour for Karametra,2.0,1,0.5,3,1,0,0,0
CCC-BMG-MOON5-1 Bloodlust Rising,4.7,3,4.99,30,0,0,0,0
Bazelsteen's Notebook of Infernal Inventions,4.5,4,4.95,24,0,1,0,0
Fantasy Murder Mystery Escape Extravaganza,-1.0,0,0.0,16,1,1,0,0
The Book of Spirits: A 5e One-Shot Adventure,-1.0,0,0.0,12,1,1,0,0
Ghosts of Saltmarsh Complete DM's Bundle (Fantasy Grounds),5.0,2,9.95,-1,0,0,0,0
The Pumpkin Rot,5.0,2,0.0,9,1,1,0,0
Macabre Escape,4.6,9,1.99,18,0,0,0,0
SHARD WARS,4.8,4,19.95,87,0,1,0,0
Cutter's Last Voyage,5.0,4,2.95,13,0,1,0,0
EBERRON: Whispers of the Vampire's Blade (3.5),4.7,7,4.99,-1,1,0,0,0
Mimic Mystery on the Furniture Farm,5.0,2,3.95,13,1,0,0,0
Riding the Rails 5e Conversion,5.0,2,1.99,13,1,1,0,0
Digital Maps: Season 2 (Elemental Evil),4.2,27,0.0,-1,0,0,0,0
CCC-BMG-MOON6-1 A Reopened Eye,4.8,5,4.99,39,0,0,0,0
CCC-MAYDAYS-02-01 King Obould's Fist,5.0,2,9.99,42,0,0,1,0
The Fate of St. Penetas,5.0,2,4.95,35,0,1,0,0
Graves of Neverwinter,4.8,10,2.5,22,0,1,0,0
DotMM: Boxed Flavor Text and Combat Tracker - Level 2 (Waterdeep: Dungeon of the Mad Mage),5.0,2,0.99,27,0,0,0,0
Classic Modules Today: X1 The Isle of Dread 5e,4.2,6,2.95,18,0,0,0,0
"Ring Out, Wild Bells",4.7,20,4.95,19,1,0,0,0
Encounters in the Savage Arctic,5.0,2,9.95,50,1,1,0,0
CCC-DES-01-02 A Sanity Never Questioned,4.5,16,4.99,38,0,1,0,0
CCC-TRI-03 Fences and Swords (Part One of the RocSlide Series),4.7,14,2.99,33,0,1,0,0
Temple of the Immortals,5.0,3,0.95,10,0,1,0,0
Shard Shunners - a Zhentarim Faction Mission and DM's Resource for Waterdeep: Dragon Heist,4.8,6,1.99,11,1,0,0,0
Giant Tales,4.7,6,1.0,22,1,1,0,0
Khyber Khronicle Volume #07,5.0,2,4.95,40,0,0,0,0
Court of the Pixie Queen (Fantasy Grounds),5.0,2,4.95,-1,0,0,0,0
CCC-TAROT01-03 A Martyred Heart,3.9,10,2.99,17,1,0,0,0
WBW-DC-Sunlit-05 - Travelogue,-1.0,0,0.0,24,0,1,0,0
WBW-DC-Sunlit-06 - Township,-1.0,0,0.0,24,0,1,0,0
Encounters with the Dark Powers (Fantasy Grounds),5.0,1,4.95,-1,1,0,0,0
Solo Adventure Bundle 1 (Fantasy Grounds),4.9,7,50.0,-1,1,0,0,0
Swordsbreak Mine,4.5,2,0.99,10,0,1,0,0
CCC-COS-01 The Only Way To Be Sure,4.6,17,2.99,34,0,1,0,0
Icewind Dale Bounty Hunt - Wendigo (5E),-1.0,0,1.0,7,1,0,0,0
War Tortle Brewery - Adventure,5.0,2,6.95,37,1,1,0,0
"Myriad, City of Tiers",4.8,16,9.95,105,0,1,1,0
Adventures From Along the Road (5e),4.7,3,4.95,34,1,1,0,0
CCC-BMG-15 PHLAN 1-3 Subterfuge,3.6,7,4.99,39,0,0,1,0
CCC-GAD02-02 Voyage of the Kraken's Wake,5.0,1,4.99,56,0,1,0,0
Feldor's Guide to Triel - a village gazetteer,4.6,5,1.99,19,0,0,0,0
Il Suono dell'Ombra,4.8,12,0.99,24,0,1,0,0
CCC-KUMORI-01-01  Wreckers,4.6,28,4.99,21,0,0,0,0
Daerdan's Tall Tales: Ten Seafaring Encounters,4.7,10,0.0,14,1,1,1,1
